"ISO2","Continent","time","GDP","logGDP","cumGDP","lagGDP"
"AE","AS",2003,110549.414544772,11.6132178904305,110549.414544772,NA
"AE","AS",2004,111543.92499061,11.62217373841,222093.339535382,110549.414544772
"AE","AS",2005,103139.798557145,11.5438406145019,325233.138092527,111543.92499061
"AE","AS",2006,96399.7374535398,11.4762587570839,421632.875546067,103139.798557145
"AE","AS",2007,83655.0377182226,11.3344569283699,505287.913264289,96399.7374535398
"AE","AS",2008,73611.3902734259,11.2065550518928,578899.303537715,83655.0377182226
"AE","AS",2009,61725.279652436,11.0304488448218,640624.583190151,73611.3902734259
"AE","AS",2010,57379.9717436551,10.9574505970928,698004.554933806,61725.279652436
"AE","AS",2011,56376.7699227134,10.939812471837,754381.32485652,57379.9717436551
"AE","AS",2012,57044.5776548759,10.9515883052845,811425.902511396,56376.7699227134
"AF","AS",2003,1096.7555709866,7.00011161957443,1096.7555709866,NA
"AF","AS",2004,1066.6850919415,6.97231107366568,2163.4406629281,1096.7555709866
"AF","AS",2005,1145.7174583839,7.04378632096442,3309.158121312,1066.6850919415
"AF","AS",2006,1173.0013840211,7.06732102855142,4482.1595053331,1145.7174583839
"AF","AS",2007,1297.8207613735,7.16844179941887,5779.9802667066,1173.0013840211
"AF","AS",2008,1310.7169802336,7.1783295796294,7090.6972469402,1297.8207613735
"AF","AS",2009,1547.539119418,7.34442128334619,8638.2363663582,1310.7169802336
